TransactionID,AccountID,TransactionType,Amount,TransactionDate
175335,1135,Credit,815975.77,2024-03-05
196125,1154,Credit,700385.84,2024-01-13
151623,657,Credit,399707.01,2021-10-14
120129,1162,Credit,971315.03,2023-11-26
155415,209,Debit,107165.11,2022-01-15
162848,931,Credit,206593.34,2021-12-27
199634,265,Credit,196528.42,2020-05-24
136345,509,Credit,984812.92,2020-08-14
119897,96,Debit,184304.59,2022-02-19
169441,1259,Credit,16388.28,2023-01-09
178384,45,Credit,64420.67,2021-11-12
123203,506,Debit,727320.24,2020-08-22
118852,783,Credit,138715.64,2019-09-10
169258,1060,Debit,14940.87,2023-06-06
155006,417,Debit,314568.12,2020-02-21
180119,1211,Debit,808810.94,2022-08-19
190601,432,Debit,929326.38,2022-06-17
169107,380,Debit,782061.91,2022-11-08
154290,949,Credit,797669.58,2022-12-25
184970,404,Credit,651839.54,2021-04-10
182146,1208,Debit,453363.59,2023-08-08
124795,455,Credit,725512.48,2023-08-29
162141,421,Credit,685691.1,2020-10-23
169543,1252,Debit,875396.77,2021-08-31
196021,386,Credit,884644.28,2022-09-05
194464,1284,Credit,437825.32,2021-11-26
126401,281,Debit,177558.95,2022-01-23
183454,991,Debit,750803.07,2019-10-16
194255,1368,Debit,211880.26,2022-10-11
189032,983,Credit,834324.21,2022-01-16
182113,487,Credit,302655.66,2019-10-03
168930,73,Debit,344347.19,2021-04-30
123611,794,Credit,21944.1,2021-12-15
162729,1315,Debit,814317.18,2022-02-08
113744,1011,Credit,695278.95,2022-01-28
143417,1385,Credit,911312.15,2020-02-17
197614,1374,Debit,993235.13,2020-09-21
157230,828,Credit,970834.63,2021-09-02
180213,177,Debit,365476.97,2022-12-13
187787,697,Debit,946435.05,2019-06-21
155755,1343,Credit,895107.24,2019-12-01
160497,989,Debit,846823.85,2022-02-03
199144,474,Debit,557479.01,2021-05-22
187102,273,Debit,682572.53,2023-07-01
136283,1419,Debit,892964.25,2021-05-16
146721,169,Credit,277418.48,2022-07-29
188063,808,Debit,633093.91,2021-01-04
153930,996,Credit,623050.94,2020-09-18
169840,744,Credit,111511.38,2022-11-15
124256,1381,Debit,696320.33,2021-07-24
128904,1116,Debit,318626.65,2024-02-12
138084,387,Debit,405600.5,2020-07-25
108048,408,Debit,932524.49,2021-06-30
116298,470,Credit,862574.03,2019-07-26
195208,1001,Debit,217836.48,2020-12-31
189136,263,Debit,718963.17,2019-06-22
136347,263,Credit,45723.49,2022-05-12
142355,76,Debit,791563.85,2021-07-22
181040,790,Debit,603312.87,2023-01-29
110669,1060,Debit,794752.33,2022-11-05
181383,1116,Credit,901963.89,2021-04-19
190072,983,Debit,885072.88,2023-01-27
159899,377,Credit,912144.04,2024-01-01
193662,7,Debit,953882.85,2019-06-14
100132,1135,Debit,829440.61,2023-04-16
157497,466,Debit,938620.16,2023-11-11
101078,846,Credit,919075.05,2020-03-25
177998,653,Debit,181001.31,2020-08-15
115062,1169,Credit,327555.22,2020-08-08
159185,530,Credit,607990.11,2021-10-27
173844,571,Credit,362417.58,2020-03-30
136446,108,Debit,838570.73,2023-05-08
156956,1374,Debit,475876.97,2021-10-24
110004,1464,Debit,158475.29,2024-03-08
103804,565,Credit,724942.01,2019-07-26
157281,767,Debit,875900.62,2023-09-23
160773,340,Credit,504597.51,2020-05-30
103418,1498,Credit,807640.14,2020-10-12
124890,852,Credit,619348.75,2020-09-02
193470,970,Credit,124425.9,2023-05-21
196560,533,Credit,380483.52,2022-05-19
128640,1087,Credit,809503.49,2021-01-13
155108,667,Credit,984073.21,2020-08-26
121292,1038,Debit,938042.98,2022-04-17
109914,419,Credit,875685.86,2020-08-27
107519,519,Debit,376042.19,2022-07-09
108190,1411,Debit,42284.38,2020-08-23
104216,900,Credit,979721.27,2023-02-25
134027,1322,Debit,637291.97,2020-04-05
121370,476,Credit,156844.47,2019-05-08
170254,339,Debit,338685.93,2020-12-11
135446,799,Debit,412873.09,2023-08-10
151712,625,Debit,826161.32,2022-10-08
192033,289,Credit,418453.53,2023-07-04
180823,615,Debit,215138.87,2022-08-21
137876,1303,Debit,537521.92,2022-12-31
177441,1432,Debit,75667.91,2023-07-28
142223,60,Credit,222014.42,2020-03-01
119596,451,Debit,408883.58,2021-07-30
123900,1209,Debit,685887.38,2021-11-11
193424,366,Debit,807631.36,2023-01-08
138516,133,Credit,128404.42,2020-10-26
121442,367,Credit,790556.22,2020-06-08
109548,548,Debit,94668.6,2022-04-30
183370,1171,Debit,833737.01,2023-05-07
193452,1279,Debit,932319.53,2024-03-26
156832,1255,Debit,525848.36,2024-02-11
108312,72,Credit,328102.28,2019-11-28
103830,1231,Debit,350868.59,2023-04-07
192123,837,Credit,675345.39,2019-11-05
193126,539,Debit,44041.77,2020-04-30
184853,663,Credit,822336.51,2021-08-16
111584,1305,Credit,540484.58,2020-06-22
156466,679,Debit,828565.59,2023-07-29
156018,1038,Debit,399620.15,2023-08-25
170762,195,Debit,231115.86,2021-01-23
173883,424,Debit,611962.39,2019-10-29
123787,1200,Debit,257211.23,2021-11-12
129866,161,Debit,396995.5,2022-11-18
154988,855,Debit,320656.04,2020-04-09
115793,517,Debit,24404.41,2024-03-19
108284,783,Debit,98718.12,2022-12-02
108536,896,Credit,187338.0,2024-01-07
148012,1234,Credit,931186.2,2022-06-04
135422,963,Debit,382011.95,2022-10-24
168961,1184,Debit,453394.38,2020-10-06
198996,132,Credit,218884.27,2020-01-08
122821,799,Credit,482942.39,2020-06-16
187769,535,Credit,668347.16,2022-09-23
158870,306,Credit,83347.84,2020-08-03
193449,1448,Credit,522512.7,2019-07-16
159421,1226,Credit,417643.19,2022-08-06
137725,347,Credit,737306.17,2019-12-14
116790,930,Credit,368264.23,2024-01-21
179252,1252,Debit,445105.03,2024-01-28
137524,200,Debit,481638.42,2020-08-18
172590,1362,Credit,499859.12,2019-10-12
102542,447,Credit,53458.28,2023-02-04
177522,1329,Credit,635826.87,2022-10-18
168790,508,Credit,990061.22,2021-03-11
145659,115,Credit,118635.07,2020-10-23
125488,918,Debit,30183.7,2020-10-13
125608,1164,Credit,891184.37,2020-05-18
132184,1185,Debit,358811.97,2023-01-09
185181,1082,Credit,595027.62,2019-09-05
104983,953,Credit,94667.97,2020-05-01
139942,1245,Debit,716000.93,2021-03-16
178137,907,Debit,755408.38,2022-07-08
135260,1147,Debit,164518.28,2023-04-04
119641,957,Credit,726629.41,2019-11-04
193304,554,Debit,566312.8,2020-02-11
126682,901,Credit,127883.03,2023-08-28
186443,1158,Credit,377609.79,2022-11-18
195324,16,Debit,56756.6,2024-01-22
120880,533,Credit,11277.77,2019-09-21
131092,701,Debit,408705.12,2019-08-08
108768,945,Credit,351315.24,2020-12-03
168734,308,Credit,858698.15,2023-12-06
127145,1258,Debit,674218.47,2022-10-16
117206,13,Debit,7179.89,2019-07-23
169314,176,Credit,577370.7,2023-05-09
178320,12,Debit,515034.16,2022-02-17
144094,986,Credit,88929.97,2023-01-20
199725,845,Debit,705645.28,2022-03-30
167602,656,Debit,703227.16,2021-12-23
153429,305,Debit,245999.99,2023-12-17
190032,1025,Credit,164122.7,2020-10-25
164921,891,Debit,329606.32,2022-12-30
160643,1108,Debit,867430.87,2021-11-27
135835,1238,Debit,556395.92,2023-03-16
178554,216,Debit,169721.37,2022-05-07
121430,790,Debit,236302.65,2020-04-14
116682,837,Credit,349585.7,2023-09-22
128197,128,Debit,210400.73,2020-03-11
171008,437,Credit,938388.1,2019-08-10
117396,639,Debit,76314.92,2024-02-29
147617,1040,Debit,214322.44,2022-11-07
136227,1002,Debit,980665.32,2021-09-11
150235,919,Debit,808589.39,2021-10-06
148647,74,Debit,485052.43,2022-05-30
178612,367,Credit,767402.77,2022-04-22
197528,1295,Debit,3417.33,2020-09-18
193114,126,Credit,245973.18,2020-06-28
196738,1106,Debit,268855.09,2023-02-27
188720,439,Credit,804112.65,2019-11-06
198440,1274,Credit,779354.23,2021-05-29
166735,1466,Debit,133450.52,2019-07-03
151164,1384,Credit,795689.98,2020-11-14
116315,1238,Credit,825117.26,2020-05-12
186538,868,Credit,91952.6,2019-11-13
114298,702,Debit,164547.76,2021-03-14
197971,23,Credit,910222.74,2020-06-02
141044,873,Debit,476408.01,2020-02-20
194451,1101,Credit,770873.52,2021-02-23
157580,613,Debit,202566.51,2022-07-16
175428,1433,Credit,181790.14,2021-04-27
196322,312,Credit,745558.46,2021-02-08
143198,728,Credit,986530.37,2022-09-17
143445,118,Debit,583375.66,2022-03-03
110929,632,Credit,689951.98,2023-02-19
193390,645,Debit,588020.4,2020-10-06
115380,1080,Debit,24761.81,2023-02-20
176568,1478,Debit,688187.96,2020-04-02
193436,24,Credit,871277.79,2022-09-02
130571,852,Debit,605802.13,2024-01-27
123554,743,Debit,611209.44,2023-11-16
189284,1365,Debit,806333.52,2024-03-01
153242,957,Credit,619015.2,2021-07-02
133697,414,Debit,633877.0,2021-10-26
129147,728,Credit,984161.52,2022-12-27
122344,729,Credit,298413.96,2022-04-13
136607,1489,Debit,379242.23,2022-01-16
194357,811,Credit,823088.65,2022-03-17
169703,1055,Credit,261782.89,2021-12-02
166481,708,Debit,390087.35,2020-01-08
133477,727,Credit,697845.89,2023-12-21
193302,546,Credit,786119.99,2019-12-31
194032,128,Debit,736827.49,2023-03-21
132726,463,Debit,642648.7,2021-02-06
166238,980,Credit,321877.48,2020-11-21
151340,395,Debit,945201.58,2021-03-12
135417,930,Credit,635785.55,2020-03-12
135284,1185,Debit,781268.88,2020-05-05
124611,995,Credit,291566.17,2022-03-17
127823,323,Credit,313004.86,2021-07-06
157496,95,Debit,103740.27,2020-09-08
173078,1443,Credit,385897.05,2023-04-03
135501,502,Credit,822339.35,2019-06-15
165136,1443,Debit,812027.85,2023-12-16
134217,543,Credit,546534.58,2019-04-17
109501,650,Debit,156176.07,2023-12-06
123913,481,Credit,675073.15,2022-08-24
170969,56,Credit,31259.9,2024-02-20
162740,282,Credit,989869.33,2022-10-14
170268,67,Debit,45757.56,2023-02-01
169223,1231,Debit,742258.26,2020-11-19
117038,100,Credit,711272.16,2021-05-23
123757,838,Debit,778085.15,2020-04-27
111642,705,Debit,803024.28,2021-10-10
194799,1438,Debit,756680.72,2023-07-18
130264,1376,Credit,928661.13,2021-12-01
120893,623,Credit,93538.48,2021-07-19
197070,805,Credit,370342.7,2021-05-21
196123,529,Debit,25559.45,2023-01-05
104282,125,Debit,327612.14,2022-09-10
162148,642,Credit,519409.64,2023-04-17
153107,589,Debit,543540.16,2019-12-06
175024,930,Debit,957833.34,2023-11-23
182291,1175,Credit,753128.6,2019-06-16
128998,1314,Credit,489579.41,2024-02-15
108941,1369,Debit,897322.21,2019-08-06
102928,385,Debit,724171.31,2021-01-01
193875,580,Credit,731068.73,2023-04-03
178259,643,Debit,681582.52,2020-02-09
192330,60,Credit,63227.08,2021-04-20
135462,671,Credit,924270.58,2021-05-22
108019,1054,Debit,905641.19,2021-01-30
110481,1115,Credit,214669.18,2023-07-27
124466,112,Debit,106805.75,2023-01-14
140876,204,Credit,506841.26,2023-09-24
176930,1269,Credit,429100.69,2019-12-25
186376,1497,Credit,855172.0,2023-04-02
151850,1239,Debit,233112.03,2020-02-20
153878,645,Credit,467853.78,2021-02-10
158713,202,Debit,457409.41,2022-08-07
136818,790,Debit,874591.09,2021-09-28
199070,360,Credit,793853.52,2022-08-15
124145,970,Credit,135256.25,2022-11-26
162131,1242,Credit,808589.05,2022-11-21
164115,1104,Debit,539166.29,2022-08-07
191613,174,Debit,20572.83,2021-02-09
175625,1227,Credit,139249.86,2020-03-17
111784,934,Credit,593128.04,2020-10-04
166758,839,Credit,607421.11,2020-06-17
103275,1310,Credit,586252.32,2019-07-30
104901,967,Credit,609688.97,2021-06-29
193639,1267,Debit,683217.67,2020-01-30
149530,905,Credit,988406.78,2023-08-15
173674,880,Debit,478839.88,2021-03-28
154813,1026,Credit,39458.32,2020-02-02
119389,1429,Credit,898131.78,2023-07-21
148372,639,Credit,363550.38,2021-10-10
178901,1473,Debit,535380.53,2020-01-14
100608,1372,Credit,59485.3,2019-12-26
195116,397,Credit,540909.67,2021-03-13
197702,739,Debit,452956.78,2021-09-03
148033,1017,Credit,226992.43,2021-11-26
186829,89,Debit,912297.98,2020-09-07
178587,532,Credit,301841.16,2021-03-04
115147,107,Debit,803479.02,2021-02-28
162429,468,Credit,495192.55,2021-04-07
106653,338,Debit,65492.48,2024-03-10
145763,1299,Credit,640849.85,2020-11-05
143778,878,Debit,146690.81,2019-06-02
123345,827,Debit,833736.25,2022-11-03
118658,738,Credit,414199.31,2021-03-23
129998,285,Credit,520325.06,2022-03-09
132281,320,Debit,861188.98,2021-10-30
101819,49,Credit,890869.45,2021-03-22
148092,1347,Debit,89355.15,2022-03-01
161532,434,Credit,144259.35,2021-03-07
139956,93,Debit,108802.88,2023-09-12
146075,1166,Credit,588809.78,2021-05-19
188531,1384,Debit,664463.42,2021-02-17
118996,1374,Credit,204845.35,2022-09-05
144731,563,Debit,963893.43,2023-01-27
147544,769,Credit,61192.77,2021-06-28
115439,4,Credit,973236.21,2019-09-05
101227,1348,Debit,326101.9,2020-05-25
198030,152,Debit,867606.73,2019-12-06
190172,97,Credit,776127.83,2023-10-08
114665,200,Credit,874329.25,2021-06-22
170397,798,Credit,60671.34,2020-09-26
154713,370,Credit,546983.96,2022-02-07
115937,975,Debit,685650.51,2023-10-10
155836,1063,Credit,316463.33,2022-08-07
177058,552,Debit,967246.75,2020-07-05
106464,586,Debit,939634.32,2020-08-26
165903,297,Credit,973973.94,2020-12-21
103601,107,Credit,153080.64,2019-06-07
182162,1182,Debit,373914.16,2022-11-12
199373,921,Debit,582721.17,2019-08-01
140271,849,Debit,193790.75,2021-06-03
139124,1434,Credit,58342.81,2020-02-01
145968,1106,Credit,419886.24,2023-06-03
165863,1445,Credit,119593.87,2020-08-06
194418,580,Credit,877717.98,2024-02-14
142918,26,Debit,525767.28,2023-12-03
109322,897,Credit,513553.28,2021-05-14
170367,618,Debit,600239.45,2022-11-17
167672,1171,Credit,342745.72,2022-09-22
137775,497,Credit,961190.6,2022-03-20
183260,119,Debit,19136.09,2022-11-25
143054,664,Credit,229079.81,2021-08-03
146589,879,Debit,811710.85,2022-04-25
199485,1408,Debit,114865.39,2020-10-16
126871,1024,Credit,439864.01,2023-12-20
151224,248,Debit,188493.87,2022-02-24
144230,1355,Debit,510350.15,2021-07-10
137237,259,Credit,809314.94,2021-08-12
192586,824,Credit,373433.01,2022-01-13
178827,169,Debit,144966.62,2021-01-10
168563,580,Credit,345581.74,2019-12-02
173971,829,Credit,822168.28,2022-09-21
126576,1006,Debit,145001.96,2021-02-04
127418,213,Credit,213277.39,2022-11-24
157515,567,Debit,882351.35,2019-11-20
165110,68,Debit,860566.03,2020-11-22
123223,1199,Credit,408589.01,2019-10-10
152119,1267,Credit,847428.99,2021-09-08
111667,168,Credit,580662.14,2023-08-22
151684,345,Debit,782189.21,2023-12-12
194971,377,Credit,574.31,2022-02-03
130584,767,Credit,629801.89,2024-02-02
151258,840,Credit,835904.58,2023-07-15
177375,125,Debit,873676.85,2021-05-04
121273,1153,Credit,318344.12,2022-04-08
105969,807,Credit,266338.02,2023-12-03
108043,1315,Debit,131629.16,2021-05-11
179402,540,Credit,265505.62,2019-10-14
186523,1209,Credit,812800.96,2021-05-15
178052,544,Debit,287825.96,2023-06-23
171282,1285,Credit,368453.44,2022-05-18
188642,696,Debit,828620.51,2022-05-27
118123,525,Credit,410226.96,2022-11-14
168802,858,Debit,883926.1,2021-04-19
190319,343,Credit,32720.38,2019-12-14
190753,1342,Debit,375415.6,2023-03-10
136266,1182,Debit,820896.67,2022-07-25
169879,1488,Debit,437690.86,2023-06-10
114354,947,Debit,655120.69,2022-12-08
109867,709,Credit,677975.03,2021-05-01
110467,1263,Debit,230804.28,2022-07-28
105792,1302,Debit,803427.72,2021-02-19
119037,715,Debit,692246.74,2022-06-25
121751,1340,Debit,874766.5,2020-08-09
199723,1284,Debit,442120.92,2022-12-30
164551,251,Debit,395067.61,2020-09-01
188734,1394,Debit,430469.8,2021-05-18
144989,1304,Debit,139850.38,2020-05-08
197922,1288,Credit,592218.46,2022-07-19
112915,1415,Debit,490983.33,2020-05-02
130256,542,Credit,656592.61,2021-06-18
143688,986,Debit,29366.94,2023-10-07
140731,1159,Debit,53070.85,2020-03-14
126553,366,Debit,940642.67,2023-01-08
132082,814,Credit,378247.82,2023-05-24
192657,1206,Debit,613283.54,2019-06-27
121288,844,Credit,565750.59,2022-08-19
157971,715,Debit,983567.37,2019-05-06
172260,1225,Credit,619769.34,2019-09-30
190176,58,Debit,643913.85,2021-03-31
123197,914,Credit,672867.07,2021-06-13
192959,304,Credit,457043.17,2023-08-31
108237,327,Debit,89429.71,2020-11-08
167298,715,Credit,370606.41,2020-08-02
124154,1411,Debit,124589.18,2022-11-03
148277,872,Debit,81318.24,2021-02-19
109943,659,Credit,542737.1,2023-01-31
152100,453,Credit,396216.46,2020-01-24
119964,189,Credit,387251.44,2021-02-12
160108,494,Debit,895240.24,2022-05-14
178508,380,Credit,552449.39,2019-08-02
194533,486,Credit,971679.66,2022-06-26
111066,821,Credit,822510.88,2020-07-18
120377,715,Credit,651011.66,2024-01-17
182013,1269,Credit,645567.58,2023-07-05
121020,213,Credit,639218.0,2023-01-16
121444,659,Credit,886695.22,2024-01-19
111830,135,Credit,93106.32,2022-03-03
115841,910,Credit,96377.74,2023-06-05
186195,34,Debit,800755.4,2019-04-07
198285,1247,Debit,19025.36,2021-05-22
145627,1031,Credit,843485.5,2021-05-24
131715,1247,Credit,666763.78,2020-12-02
177975,793,Credit,559067.8,2023-12-10
193062,562,Credit,383079.67,2021-05-12
176064,95,Debit,761858.35,2021-10-09
109692,85,Debit,906762.3,2020-07-05
164884,1125,Debit,373300.95,2022-11-12
198182,379,Debit,851583.05,2020-02-06
139340,289,Debit,79404.13,2019-08-22
168858,265,Credit,311548.34,2020-06-15
100736,609,Debit,347456.95,2021-06-22
159416,297,Debit,883054.3,2020-07-19
153593,215,Debit,156976.24,2021-03-04
124989,222,Credit,9316.04,2019-05-07
185545,542,Debit,879204.6,2021-02-16
103312,452,Credit,842820.35,2020-10-30
130643,706,Credit,828611.56,2021-09-26
143873,1315,Debit,98524.66,2020-02-05
194530,451,Credit,985974.48,2019-08-24
125924,102,Credit,455107.9,2023-05-10
101116,75,Debit,750002.1,2022-05-16
146782,1350,Credit,49954.74,2021-02-16
138587,1042,Credit,476386.11,2023-09-04
105608,890,Debit,673076.15,2022-08-10
163820,894,Credit,130877.51,2019-09-01
161846,875,Credit,189511.63,2023-04-26
129504,1275,Debit,518706.56,2022-04-19
181308,666,Credit,987853.51,2023-09-07
189992,1276,Credit,982208.62,2021-09-30
197323,1322,Credit,463698.97,2022-09-09
161254,60,Debit,315890.37,2023-07-06
178978,1420,Debit,358922.55,2022-08-14
129045,485,Credit,462755.09,2022-09-21
118478,879,Credit,596779.5,2021-01-19
121142,678,Credit,732930.51,2020-10-16
101137,126,Debit,740158.66,2020-01-24
181416,1190,Credit,259412.31,2019-04-09
116903,1136,Debit,501225.7,2023-12-01
131984,93,Debit,890100.95,2021-07-01
174339,150,Debit,247008.29,2020-03-15
157100,1316,Credit,797173.57,2019-07-10
152433,333,Credit,695771.74,2022-09-19
112788,1337,Debit,995974.66,2020-04-05
128049,1292,Credit,363276.5,2022-09-13
110403,1341,Credit,216149.45,2022-02-08
108589,923,Credit,345461.31,2021-11-21
108424,703,Debit,520064.42,2021-10-03
109979,1175,Credit,43800.47,2019-10-01
150826,1451,Credit,459813.97,2021-03-11
148198,1472,Debit,504530.88,2021-07-03
102952,975,Credit,115671.84,2020-01-29
122088,1316,Credit,308087.5,2020-02-29
185450,1463,Credit,540389.75,2022-10-31
118119,639,Debit,154800.56,2023-04-05
198408,490,Debit,720510.81,2019-10-16
167861,600,Credit,499612.69,2023-08-02
181570,601,Credit,316405.69,2021-04-10
108000,224,Debit,796620.32,2021-08-28
113166,513,Debit,52720.78,2019-05-21
193001,291,Credit,553556.57,2021-07-18
101806,496,Credit,73503.04,2019-05-29
107142,404,Credit,246978.41,2021-10-01
135173,858,Debit,654212.75,2022-03-24
169632,212,Credit,931329.69,2022-01-27
166228,498,Debit,801208.56,2021-07-10
114563,768,Credit,585670.36,2019-09-30
144137,772,Debit,855123.14,2020-09-03
168782,1408,Debit,268045.12,2023-10-03
128933,755,Debit,33004.1,2022-11-07
102646,117,Debit,323739.43,2019-07-01
171324,1101,Credit,801323.83,2023-08-20
104391,403,Credit,107430.97,2023-01-28
125569,281,Credit,605358.98,2020-07-20
112074,459,Credit,326955.25,2023-06-24
170472,415,Credit,961260.04,2023-02-20
105416,505,Debit,301541.08,2019-11-24
144830,1179,Credit,79497.98,2020-08-25
195102,163,Debit,182003.61,2021-08-12
194430,920,Debit,256238.77,2020-05-17
167851,1281,Credit,289685.17,2023-08-11
197067,1161,Credit,924560.49,2021-12-01
103065,605,Credit,569478.76,2020-12-21
149367,496,Credit,500311.6,2023-09-04
165943,228,Debit,735307.34,2021-06-28
198519,1351,Credit,316857.55,2023-04-05
137894,108,Debit,210248.56,2021-10-27
171769,862,Debit,474914.07,2023-07-27
105610,899,Debit,197142.18,2024-01-09
153704,816,Credit,753988.08,2022-01-01
146290,1148,Debit,50183.84,2021-12-21
122859,798,Credit,243529.97,2023-08-01
141141,1327,Debit,43529.03,2022-01-09
190507,1363,Credit,287378.55,2023-05-15
150358,902,Credit,574765.02,2020-08-03
160314,484,Debit,638231.47,2023-11-28
154865,812,Credit,497562.1,2023-02-20
172393,726,Debit,815609.86,2020-03-15
157987,707,Debit,213330.52,2020-08-20
128157,462,Credit,529431.57,2021-09-08
168891,325,Credit,390963.98,2022-11-22
160534,568,Credit,518073.71,2023-11-23
109702,1089,Credit,476081.97,2021-02-15
102813,567,Debit,93558.75,2022-10-01
130754,1419,Credit,786109.99,2019-10-14
102432,1091,Credit,910550.81,2022-08-22
127119,283,Credit,705593.63,2020-10-02
111228,606,Credit,758011.96,2023-11-01
101793,928,Credit,715263.86,2023-04-21
123095,1241,Debit,42313.86,2022-11-28
148190,851,Credit,285074.05,2021-10-26
194300,435,Debit,717363.14,2020-12-09
165665,309,Credit,731688.16,2022-06-03
100196,1137,Credit,216473.15,2019-08-26
173257,400,Credit,785378.97,2022-06-14
107436,1102,Debit,31355.73,2023-11-03
151027,1313,Credit,774768.91,2021-05-07
182029,838,Debit,688567.83,2020-12-15
199822,1392,Debit,708116.84,2019-05-25
129715,539,Credit,492186.17,2020-06-20
196524,88,Debit,701054.28,2023-03-25
151890,729,Debit,719159.05,2023-06-13
167823,147,Debit,532874.28,2020-04-14
120250,230,Debit,876093.33,2022-04-01
118136,1402,Debit,438231.12,2021-12-29
143964,928,Credit,110868.9,2023-02-18
101512,1298,Credit,962673.82,2021-06-21
119487,386,Debit,103672.44,2020-12-08
131431,367,Credit,893746.58,2022-12-13
153372,1278,Debit,248528.09,2019-06-22
119614,1459,Credit,239230.78,2021-11-14
106397,730,Debit,675220.68,2021-03-08
189002,909,Credit,695116.07,2020-06-26
188787,1106,Debit,529467.68,2022-08-27
147901,759,Debit,319370.68,2024-02-06
175079,280,Credit,712183.02,2023-08-22
143842,1140,Credit,502008.56,2022-04-05
175038,1417,Debit,289801.45,2021-03-21
167832,649,Credit,81286.48,2021-09-29
101374,1403,Credit,485623.11,2022-10-27
150019,333,Credit,289481.79,2023-03-28
124988,649,Credit,164474.12,2024-01-05
180236,1095,Credit,57813.8,2022-04-01
160590,749,Debit,467962.69,2020-08-09
135163,1139,Credit,479814.76,2023-12-18
128642,892,Credit,344768.07,2019-12-15
121327,727,Debit,184354.42,2020-10-02
148892,770,Debit,371593.01,2020-08-27
138408,53,Credit,806107.94,2020-04-11
137629,1422,Credit,364153.07,2019-06-27
176824,1162,Credit,421586.47,2020-12-12
176339,341,Credit,665241.68,2021-04-23
144981,489,Credit,167935.32,2020-10-21
147019,384,Credit,324810.85,2022-08-08
189790,616,Credit,281743.06,2023-10-22
134308,419,Debit,916344.69,2020-08-21
137746,972,Credit,98817.69,2020-09-06
125050,1417,Credit,596775.22,2021-05-31
123705,1028,Credit,82692.11,2022-08-25
170194,201,Credit,241531.06,2023-12-18
145186,1368,Debit,898018.95,2020-09-06
133872,771,Debit,755565.71,2020-05-03
199690,413,Credit,301316.58,2023-12-04
111054,1437,Credit,11465.63,2020-06-10
151770,845,Debit,26177.1,2021-07-11
188526,864,Credit,60028.81,2024-03-11
177947,349,Debit,842735.69,2020-04-04
173005,910,Credit,513985.14,2023-04-08
116221,1129,Credit,880376.95,2020-05-13
134652,1101,Credit,381128.23,2019-09-08
165774,856,Debit,696388.1,2024-01-30
148401,1057,Credit,849963.58,2024-03-21
168141,910,Debit,810886.8,2023-12-14
150414,1179,Debit,231740.07,2021-01-26
124662,1426,Debit,524533.32,2020-07-23
129814,404,Credit,35734.28,2023-02-26
178272,43,Credit,479237.81,2019-08-06
108610,923,Credit,499571.38,2019-08-26
159266,1465,Credit,861729.96,2022-07-30
160547,166,Credit,954668.01,2024-01-17
110345,377,Credit,473591.27,2020-10-03
136207,1298,Debit,995471.7,2019-12-03
187790,1062,Debit,473546.52,2019-06-08
137424,566,Debit,31489.12,2022-10-30
173532,835,Debit,126906.33,2019-09-28
195405,486,Credit,397411.68,2022-08-13
128249,1054,Credit,205455.72,2023-12-02
128960,713,Credit,422754.85,2021-08-20
167085,587,Debit,231369.68,2023-09-25
121977,719,Credit,789014.36,2023-08-22
107842,573,Debit,43564.96,2022-11-07
137652,581,Credit,531892.55,2022-08-25
146680,380,Debit,31526.53,2021-08-06
117018,770,Debit,619749.43,2020-12-21
142768,1265,Debit,55133.38,2024-01-12
152620,343,Credit,539844.45,2022-01-09
103400,917,Credit,694386.98,2023-09-19
145574,805,Credit,586039.95,2022-07-14
184784,949,Debit,829243.36,2020-12-04
139838,1063,Debit,15511.45,2024-02-10
192726,479,Debit,717085.61,2023-03-30
172081,1364,Debit,546299.17,2019-04-22
158830,683,Credit,616632.24,2022-05-11
183469,228,Debit,398177.38,2020-02-20
153529,805,Debit,645301.98,2020-08-02
101989,1264,Credit,789690.22,2020-04-26
105156,607,Credit,529745.15,2019-12-24
187142,843,Credit,979854.49,2022-11-12
156468,141,Debit,246940.74,2019-07-02
116897,781,Debit,684446.15,2024-01-14
126177,439,Debit,507508.16,2022-01-02
189484,998,Debit,97104.35,2023-04-14
174563,1235,Credit,847004.47,2023-01-25
166030,1232,Debit,871539.92,2019-05-23
162953,394,Debit,996574.32,2021-11-14
189263,1129,Debit,964136.31,2023-12-31
122149,937,Debit,460328.07,2019-12-07
160384,401,Credit,824052.71,2020-07-06
160283,292,Credit,580757.89,2021-04-19
141576,366,Credit,442478.7,2020-08-01
190940,75,Debit,59723.08,2023-02-12
163954,1301,Debit,449224.4,2022-05-10
193046,669,Debit,623641.69,2020-11-12
155071,1327,Credit,347562.7,2023-05-11
167731,52,Debit,491743.56,2019-05-31
187860,1177,Debit,534292.74,2020-03-10
162863,721,Debit,514181.53,2024-01-29
173371,1113,Debit,335599.94,2020-08-17
156442,1174,Debit,74897.37,2022-05-06
108042,534,Debit,664566.69,2021-05-30
143608,481,Debit,856831.48,2019-04-19
134480,262,Credit,766307.94,2019-11-08
146315,1379,Debit,638887.94,2020-01-16
109311,154,Debit,917338.72,2022-06-18
114954,114,Credit,803716.11,2019-07-30
104224,1225,Debit,216862.77,2020-01-27
166847,535,Debit,870345.89,2019-07-13
173568,1080,Credit,631130.55,2020-02-06
180952,662,Debit,322213.56,2024-01-08
108068,748,Credit,4764.05,2020-01-09
140305,1240,Credit,247584.83,2020-11-24
163466,1396,Credit,673213.95,2021-08-22
168081,659,Credit,414662.47,2024-02-24
